date,market,category,sell_volume,buy_volume,net_buy_volume,sell_value_krw,buy_value_krw,net_buy_value_krw
2020-06-26,ALL,차익,4026847,2685826,-1341021,189138050590,127418017840,-61720032750
2020-06-26,ALL,비차익,155462199,139827654,-15634545,2060957856598,1839665113281,-221292743317
2020-06-26,ALL,전체,159489046,142513480,-16975566,2250095907188,1967083131121,-283012776067
2020-06-29,ALL,차익,7659964,5491881,-2168083,356497067110,257415938025,-99081129085
2020-06-29,ALL,비차익,152315951,129609344,-22706607,1924018716433,1601483941084,-322534775349
2020-06-29,ALL,전체,159975915,135101225,-24874690,2280515783543,1858899879109,-421615904434
2020-06-30,ALL,차익,4638990,4825013,186023,211729463155,225749269790,14019806635
2020-06-30,ALL,비차익,174569430,172430409,-2139021,2429334734557,2225028026989,-204306707568
2020-06-30,ALL,전체,179208420,177255422,-1952998,2641064197712,2450777296779,-190286900933
2020-07-01,ALL,차익,2922630,3420341,497711,137095071370,160361691370,23266620000
2020-07-01,ALL,비차익,147324181,131313194,-16010987,1704109246567,1609996258582,-94112987985
2020-07-01,ALL,전체,150246811,134733535,-15513276,1841204317937,1770357949952,-70846367985
2020-07-02,ALL,차익,2994557,2956646,-37911,139790730545,137572002440,-2218728105
2020-07-02,ALL,비차익,117675952,143079692,25403740,1696332238845,1974918705194,278586466349
2020-07-02,ALL,전체,120670509,146036338,25365829,1836122969390,2112490707634,276367738244
2020-07-03,ALL,차익,3088714,3277506,188792,145455692415,155021432365,9565739950
2020-07-03,ALL,비차익,127735269,125084961,-2650308,1455801804642,1541900816125,86099011483
2020-07-03,ALL,전체,130823983,128362467,-2461516,1601257497057,1696922248490,95664751433
2020-07-06,ALL,차익,2705374,2721980,16606,129198750820,130305173170,1106422350
2020-07-06,ALL,비차익,125308105,126667541,1359436,1877521557728,1642471908282,-235049649446
2020-07-06,ALL,전체,128013479,129389521,1376042,2006720308548,1772777081452,-233943227096
2020-07-07,ALL,차익,6757467,6723331,-34136,326915014455,326366909515,-548104940
2020-07-07,ALL,비차익,172294393,142406417,-29887976,2713857750812,2167099126013,-546758624799
2020-07-07,ALL,전체,179051860,149129748,-29922112,3040772765267,2493466035528,-547306729739
2020-07-08,ALL,차익,6031009,6209317,178308,289944591675,298517937625,8573345950
2020-07-08,ALL,비차익,132749563,134596105,1846542,2149726678130,1910489633794,-239237044336
2020-07-08,ALL,전체,138780572,140805422,2024850,2439671269805,2209007571419,-230663698386
2020-07-09,ALL,차익,5893669,6138939,245270,284545201245,297109679470,12564478225
2020-07-09,ALL,비차익,137413500,133955067,-3458433,2143889414797,2076441189842,-67448224955
2020-07-09,ALL,전체,143307169,140094006,-3213163,2428434616042,2373550869312,-54883746730
2020-07-10,ALL,차익,6599175,4936406,-1662769,308362473200,236135969385,-72226503815
2020-07-10,ALL,비차익,169976872,141026413,-28950459,2156245817470,1928895343448,-227350474022
2020-07-10,ALL,전체,176576047,145962819,-30613228,2464608290670,2165031312833,-299576977837
2020-07-13,ALL,차익,3110829,4042070,931241,150394922720,194964082835,44569160115
2020-07-13,ALL,비차익,123244557,155957928,32713371,1726646987616,1860548216483,133901228867
2020-07-13,ALL,전체,126355386,159999998,33644612,1877041910336,2055512299318,178470388982
2020-07-14,ALL,차익,6196753,5904072,-292681,292927275930,284929394250,-7997881680
2020-07-14,ALL,비차익,167910615,159936106,-7974509,2160101271793,1927512210121,-232589061672
2020-07-14,ALL,전체,174107368,165840178,-8267190,2453028547723,2212441604371,-240586943352
2020-07-15,ALL,차익,4988085,5467664,479579,243269734090,266753257990,23483523900
2020-07-15,ALL,비차익,161577571,164750065,3172494,2325770579275,2304272601181,-21497978094
2020-07-15,ALL,전체,166565656,170217729,3652073,2569040313365,2571025859171,1985545806
2020-07-16,ALL,차익,5452274,5450641,-1633,263389197720,263175534930,-213662790
2020-07-16,ALL,비차익,170327643,159302567,-11025076,2090406085346,1869317718784,-221088366562
2020-07-16,ALL,전체,175779917,164753208,-11026709,2353795283066,2132493253714,-221302029352
2020-07-17,ALL,차익,2985153,2980506,-4647,142501822925,143863080300,1361257375
2020-07-17,ALL,비차익,118810568,115030143,-3780425,1439086698470,1536554619913,97467921443
2020-07-17,ALL,전체,121795721,118010649,-3785072,1581588521395,1680417700213,98829178818
2020-07-20,ALL,차익,3592165,3132314,-459851,169218304730,148600176505,-20618128225
2020-07-20,ALL,비차익,135749243,124775879,-10973364,1762472533676,1561918634584,-200553899092
2020-07-20,ALL,전체,139341408,127908193,-11433215,1931690838406,1710518811089,-221172027317
2020-07-21,ALL,차익,2757594,3150737,393143,133658390200,153017464405,19359074205
2020-07-21,ALL,비차익,152471004,163002959,10531955,2285230620596,2378762642388,93532021792
2020-07-21,ALL,전체,155228598,166153696,10925098,2418889010796,2531780106793,112891095997
2020-07-22,ALL,차익,3782671,3416738,-365933,179595622650,165299668535,-14295954115
2020-07-22,ALL,비차익,149187597,148087173,-1100424,2193412103934,1986233107268,-207178996666
2020-07-22,ALL,전체,152970268,151503911,-1466357,2373007726584,2151532775803,-221474950781
2020-07-23,ALL,차익,4945625,4079283,-866342,238928155165,199199856735,-39728298430
2020-07-23,ALL,비차익,173109480,142837494,-30271986,2282802759837,2156943660390,-125859099447
2020-07-23,ALL,전체,178055105,146916777,-31138328,2521730915002,2356143517125,-165587397877
2020-07-24,ALL,차익,3627198,2725144,-902054,167702275700,131739949885,-35962325815
2020-07-24,ALL,비차익,171087210,164928540,-6158670,2321496679421,2061221547651,-260275131770
2020-07-24,ALL,전체,174714408,167653684,-7060724,2489198955121,2192961497536,-296237457585
2020-07-27,ALL,차익,1613056,1702306,89250,78423110350,83468189090,5045078740
2020-07-27,ALL,비차익,142946728,161864405,18917677,2026255081760,2010907509492,-15347572268
2020-07-27,ALL,전체,144559784,163566711,19006927,2104678192110,2094375698582,-10302493528
2020-07-28,ALL,차익,6539547,5550568,-988979,325179126825,277173990665,-48005136160
2020-07-28,ALL,비차익,166443987,157668360,-8775627,2200735411729,2664262427542,463527015813
2020-07-28,ALL,전체,172983534,163218928,-9764606,2525914538554,2941436418207,415521879653
2020-07-29,ALL,차익,4370752,4103657,-267095,210725620070,206017506610,-4708113460
2020-07-29,ALL,비차익,133292917,138263782,4970865,2323957757209,2115680689317,-208277067892
2020-07-29,ALL,전체,137663669,142367439,4703770,2534683377279,2321698195927,-212985181352
2020-07-30,ALL,차익,3437029,3035642,-401387,174066076665,153842779020,-20223297645
2020-07-30,ALL,비차익,145739689,141441482,-4298207,2265582141296,2128972873970,-136609267326
2020-07-30,ALL,전체,149176718,144477124,-4699594,2439648217961,2282815652990,-156832564971
2020-07-31,ALL,차익,4633995,3678820,-955175,217445488630,186013738250,-31431750380
2020-07-31,ALL,비차익,159365719,125151807,-34213912,2622693129710,2257607001850,-365086127860
2020-07-31,ALL,전체,163999714,128830627,-35169087,2840138618340,2443620740100,-396517878240
2020-08-03,ALL,차익,4482858,3324746,-1158112,212669805650,167063424745,-45606380905
2020-08-03,ALL,비차익,158158733,136925887,-21232846,2498485283633,2234289851691,-264195431942
2020-08-03,ALL,전체,162641591,140250633,-22390958,2711155089283,2401353276436,-309801812847
2020-08-04,ALL,차익,3891058,4064141,173083,197812531945,206853013150,9040481205
2020-08-04,ALL,비차익,137132529,181463261,44330732,2609466304335,2235499669650,-373966634685
2020-08-04,ALL,전체,141023587,185527402,44503815,2807278836280,2442352682800,-364926153480
2020-08-05,ALL,차익,3746482,3195364,-551118,190833539630,163408265750,-27425273880
2020-08-05,ALL,비차익,167995402,145786416,-22208986,2336629127183,2263582495594,-73046631589
2020-08-05,ALL,전체,171741884,148981780,-22760104,2527462666813,2426990761344,-100471905469
2020-08-06,ALL,차익,4684091,5736500,1052409,244213991230,299917614905,55703623675
2020-08-06,ALL,비차익,154570038,170053477,15483439,2551592776041,2360356426094,-191236349947
2020-08-06,ALL,전체,159254129,175789977,16535848,2795806767271,2660274040999,-135532726272
2020-08-07,ALL,차익,5397512,3851770,-1545742,281287788855,201145327275,-80142461580
2020-08-07,ALL,비차익,175085735,150662554,-24423181,2730684878871,2439850947929,-290833930942
2020-08-07,ALL,전체,180483247,154514324,-25968923,3011972667726,2640996275204,-370976392522
2020-08-10,ALL,차익,6156745,6180494,23749,323925288795,325985317730,2060028935
2020-08-10,ALL,비차익,162790077,177903987,15113910,2727202619950,2428583931549,-298618688401
2020-08-10,ALL,전체,168946822,184084481,15137659,3051127908745,2754569249279,-296558659466
2020-08-11,ALL,차익,3948307,4239596,291289,211105445960,226985909655,15880463695
2020-08-11,ALL,비차익,183833176,169974691,-13858485,2994715047657,2786602955284,-208112092373
2020-08-11,ALL,전체,187781483,174214287,-13567196,3205820493617,3013588864939,-192231628678
2020-08-12,ALL,차익,3675296,3581884,-93412,189346992705,191736920460,2389927755
2020-08-12,ALL,비차익,208489410,177599404,-30890006,3056130094645,2714056617895,-342073476750
2020-08-12,ALL,전체,212164706,181181288,-30983418,3245477087350,2905793538355,-339683548995
2020-08-13,ALL,차익,6929189,6512978,-416211,374588937620,350345564615,-24243373005
2020-08-13,ALL,비차익,200749840,221891647,21141807,3561419874713,3753620039853,192200165140
2020-08-13,ALL,전체,207679029,228404625,20725596,3936008812333,4103965604468,167956792135
2020-08-14,ALL,차익,3792705,4753039,960334,202545427075,257274116100,54728689025
2020-08-14,ALL,비차익,219381748,182676559,-36705189,3107268151857,2679352665395,-427915486462
2020-08-14,ALL,전체,223174453,187429598,-35744855,3309813578932,2936626781495,-373186797437
2020-08-18,ALL,차익,3198619,3111267,-87352,162040323345,165125622995,3085299650
2020-08-18,ALL,비차익,252844931,222475128,-30369803,3674665706086,3672199830785,-2465875301
2020-08-18,ALL,전체,256043550,225586395,-30457155,3836706029431,3837325453780,619424349
2020-08-19,ALL,차익,3768631,3946014,177383,195717541550,199092590755,3375049205
2020-08-19,ALL,비차익,182437743,217675349,35237606,2865650790352,2770155010612,-95495779740
2020-08-19,ALL,전체,186206374,221621363,35414989,3061368331902,2969247601367,-92120730535
2020-08-20,ALL,차익,8472164,6438279,-2033885,400925004365,329355104480,-71569899885
2020-08-20,ALL,비차익,262413078,221325687,-41087391,3273614186980,2917145118415,-356469068565
2020-08-20,ALL,전체,270885242,227763966,-43121276,3674539191345,3246500222895,-428038968450
2020-08-21,ALL,차익,4843175,4860657,17482,245734334760,248599996505,2865661745
2020-08-21,ALL,비차익,183467363,191898681,8431318,2436961255759,2610501547287,173540291528
2020-08-21,ALL,전체,188310538,196759338,8448800,2682695590519,2859101543792,176405953273
2020-08-24,ALL,차익,5139087,5247855,108768,263783106955,270989218280,7206111325
2020-08-24,ALL,비차익,152478204,165352063,12873859,2077444696915,2293490141754,216045444839
2020-08-24,ALL,전체,157617291,170599918,12982627,2341227803870,2564479360034,223251556164
2020-08-25,ALL,차익,4482710,4088460,-394250,231519635510,214463353670,-17056281840
2020-08-25,ALL,비차익,161058990,212430918,51371928,2349310844742,2444117204042,94806359300
2020-08-25,ALL,전체,165541700,216519378,50977678,2580830480252,2658580557712,77750077460
2020-08-26,ALL,차익,5971742,4474445,-1497297,294326881510,233819784935,-60507096575
2020-08-26,ALL,비차익,215843484,194180915,-21662569,2625676502984,2686564578830,60888075846
2020-08-26,ALL,전체,221815226,198655360,-23159866,2920003384494,2920384363765,380979271
2020-08-27,ALL,차익,5936513,4223613,-1712900,298318020955,222867527120,-75450493835
2020-08-27,ALL,비차익,241941293,193861719,-48079574,2743374018964,2513617722669,-229756296295
2020-08-27,ALL,전체,247877806,198085332,-49792474,3041692039919,2736485249789,-305206790130
2020-08-28,ALL,차익,3212983,4222331,1009348,168924604055,222437495895,53512891840
2020-08-28,ALL,비차익,210538591,240194369,29655778,2786716124539,2587906727812,-198809396727
2020-08-28,ALL,전체,213751574,244416700,30665126,2955640728594,2810344223707,-145296504887
2020-08-31,ALL,차익,4790457,4467384,-323073,250397642235,234041589120,-16356053115
2020-08-31,ALL,비차익,258465188,257570099,-895089,5838287959583,4486089095930,-1352198863653
2020-08-31,ALL,전체,263255645,262037483,-1218162,6088685601818,4720130685050,-1368554916768
2020-09-01,ALL,차익,3918257,4214087,295830,203995279085,219731153120,15735874035
2020-09-01,ALL,비차익,203133389,194667114,-8466275,2765402693551,2336825817033,-428576876518
2020-09-01,ALL,전체,207051646,198881201,-8170445,2969397972636,2556556970153,-412841002483
2020-09-02,ALL,차익,2763473,3214192,450719,144213280535,171731201855,27517921320
2020-09-02,ALL,비차익,199748339,195174316,-4574023,2476233760553,2408132200475,-68101560078
2020-09-02,ALL,전체,202511812,198388508,-4123304,2620447041088,2579863402330,-40583638758
2020-09-03,ALL,차익,4315222,3692294,-622928,230152566475,197289822220,-32862744255
2020-09-03,ALL,비차익,170487851,175871756,5383905,2582627282902,2496931136940,-85696145962
2020-09-03,ALL,전체,174803073,179564050,4760977,2812779849377,2694220959160,-118558890217
2020-09-04,ALL,차익,3527575,2573071,-954504,185022494840,134748322410,-50274172430
2020-09-04,ALL,비차익,205575744,205625363,49619,3087982982584,2514806024964,-573176957620
2020-09-04,ALL,전체,209103319,208198434,-904885,3273005477424,2649554347374,-623451130050
2020-09-07,ALL,차익,2437402,1599073,-838329,128605022920,84740419260,-43864603660
2020-09-07,ALL,비차익,198476836,224865791,26388955,2667459747361,2361514905793,-305944841568
2020-09-07,ALL,전체,200914238,226464864,25550626,2796064770281,2446255325053,-349809445228
2020-09-08,ALL,차익,3535795,3945603,409808,189496887260,212186413165,22689525905
2020-09-08,ALL,비차익,241212551,211995586,-29216965,3032893452442,2471727490437,-561165962005
2020-09-08,ALL,전체,244748346,215941189,-28807157,3222390339702,2683913903602,-538476436100
2020-09-09,ALL,차익,3626913,2873368,-753545,192976348565,150551008875,-42425339690
2020-09-09,ALL,비차익,214308396,198565483,-15742913,2974094849743,2538821019298,-435273830445
2020-09-09,ALL,전체,217935309,201438851,-16496458,3167071198308,2689372028173,-477699170135
2020-09-10,ALL,차익,8085710,4706513,-3379197,431839137195,248104941075,-183734196120
2020-09-10,ALL,비차익,200881429,199316399,-1565030,3254742239284,2984982799092,-269759440192
2020-09-10,ALL,전체,208967139,204022912,-4944227,3686581376479,3233087740167,-453493636312
2020-09-11,ALL,차익,4648494,1090587,-3557907,227645128185,58295992885,-169349135300
2020-09-11,ALL,비차익,194832814,173335610,-21497204,2540404869467,2022598519915,-517806349552
2020-09-11,ALL,전체,199481308,174426197,-25055111,2768049997652,2080894512800,-687155484852
2020-09-14,ALL,차익,2749437,2383230,-366207,148774411580,129485261860,-19289149720
2020-09-14,ALL,비차익,166361383,201642048,35280665,2123572166146,1992024926365,-131547239781
2020-09-14,ALL,전체,169110820,204025278,34914458,2272346577726,2121510188225,-150836389501
2020-09-15,ALL,차익,3788161,2030727,-1757434,203837322330,111148333670,-92688988660
2020-09-15,ALL,비차익,200022630,168953545,-31069085,2376936905893,2194129801770,-182807104123
2020-09-15,ALL,전체,203810791,170984272,-32826519,2580774228223,2305278135440,-275496092783
2020-09-16,ALL,차익,3649304,2410810,-1238494,192034767040,132260902100,-59773864940
2020-09-16,ALL,비차익,187999140,175386625,-12612515,2383888811896,2190148475563,-193740336333
2020-09-16,ALL,전체,191648444,177797435,-13851009,2575923578936,2322409377663,-253514201273
2020-09-17,ALL,차익,5346204,2746544,-2599660,287047011440,148349649475,-138697361965
2020-09-17,ALL,비차익,207592565,178849713,-28742852,2538626544244,2139645889293,-398980654951
2020-09-17,ALL,전체,212938769,181596257,-31342512,2825673555684,2287995538768,-537678016916
2020-09-18,ALL,차익,3211839,2842035,-369804,172082737455,152890495020,-19192242435
2020-09-18,ALL,비차익,195060876,180043931,-15016945,3235062275596,3256191314837,21129039241
2020-09-18,ALL,전체,198272715,182885966,-15386749,3407145013051,3409081809857,1936796806
2020-09-21,ALL,차익,3712547,3468087,-244460,193998491015,186651077300,-7347413715
2020-09-21,ALL,비차익,223525060,191629338,-31895722,2497851951668,2198991923532,-298860028136
2020-09-21,ALL,전체,227237607,195097425,-32140182,2691850442683,2385643000832,-306207441851
2020-09-22,ALL,차익,4832816,1366214,-3466602,250869345350,71894766975,-178974578375
2020-09-22,ALL,비차익,247967036,224818554,-23148482,3081216505121,2735730544002,-345485961119
2020-09-22,ALL,전체,252799852,226184768,-26615084,3332085850471,2807625310977,-524460539494
2020-09-23,ALL,차익,6170173,3307827,-2862346,315117766540,168019465500,-147098301040
2020-09-23,ALL,비차익,234571738,228265546,-6306192,2710217219223,2580911614223,-129305605000
2020-09-23,ALL,전체,240741911,231573373,-9168538,3025334985763,2748931079723,-276403906040
2020-09-24,ALL,차익,4443034,3762111,-680923,210370076995,189484744290,-20885332705
2020-09-24,ALL,비차익,240360938,207184021,-33176917,3070999655066,2599875099013,-471124556053
2020-09-24,ALL,전체,244803972,210946132,-33857840,3281369732061,2789359843303,-492009888758
2020-09-25,ALL,차익,2290247,2392740,102493,113850066565,119353672375,5503605810
2020-09-25,ALL,비차익,215006952,215434625,427673,2369015945082,2247417520522,-121598424560
2020-09-25,ALL,전체,217297199,217827365,530166,2482866011647,2366771192897,-116094818750
2020-09-28,ALL,차익,1653240,2179791,526551,73645542420,104344779515,30699237095
2020-09-28,ALL,비차익,168567749,198347003,29779254,2158780529367,1986266442099,-172514087268
2020-09-28,ALL,전체,170220989,200526794,30305805,2232426071787,2090611221614,-141814850173
2020-09-29,ALL,차익,3191354,3131199,-60155,161514217995,158573937930,-2940280065
2020-09-29,ALL,비차익,179648050,213149060,33501010,2414027109665,2322504037774,-91523071891
2020-09-29,ALL,전체,182839404,216280259,33440855,2575541327660,2481077975704,-94463351956
2020-10-05,ALL,차익,2579425,2658968,79543,133302596565,138187387925,4884791360
2020-10-05,ALL,비차익,179574177,185979435,6405258,2334119431276,2437083457224,102964025948
2020-10-05,ALL,전체,182153602,188638403,6484801,2467422027841,2575270845149,107848817308
2020-10-06,ALL,차익,3851786,3504234,-347552,190691152895,178619026465,-12072126430
2020-10-06,ALL,비차익,198340400,181980304,-16360096,2179595783368,2016402179539,-163193603829
2020-10-06,ALL,전체,202192186,185484538,-16707648,2370286936263,2195021206004,-175265730259
2020-10-07,ALL,차익,1714465,2654232,939767,87547729235,144215641805,56667912570
2020-10-07,ALL,비차익,161740174,178722653,16982479,1891268004391,1805626379312,-85641625079
2020-10-07,ALL,전체,163454639,181376885,17922246,1978815733626,1949842021117,-28973712509
2020-10-08,ALL,차익,6681674,5742313,-939361,338799331935,307912610455,-30886721480
2020-10-08,ALL,비차익,181407072,179384422,-2022650,2449209644517,2627118637145,177908992628
2020-10-08,ALL,전체,188088746,185126735,-2962011,2788008976452,2935031247600,147022271148
2020-10-12,ALL,차익,2905348,2782330,-123018,154084007855,149003570060,-5080437795
2020-10-12,ALL,비차익,182012782,171156356,-10856426,2199588873237,2059446824672,-140142048565
2020-10-12,ALL,전체,184918130,173938686,-10979444,2353672881092,2208450394732,-145222486360
2020-10-13,ALL,차익,3379497,2668748,-710749,176706177110,140793390500,-35912786610
2020-10-13,ALL,비차익,162539926,158317833,-4222093,1941314994442,1887500945428,-53814049014
2020-10-13,ALL,전체,165919423,160986581,-4932842,2118021171552,2028294335928,-89726835624
2020-10-14,ALL,차익,2372301,1837888,-534413,121138941280,91544419135,-29594522145
2020-10-14,ALL,비차익,187286207,166284704,-21001503,2250088326493,2094074225007,-156014101486
2020-10-14,ALL,전체,189658508,168122592,-21535916,2371227267773,2185618644142,-185608623631
2020-10-15,ALL,차익,1677857,1746757,68900,86970766725,91163273435,4192506710
2020-10-15,ALL,비차익,220014471,201154832,-18859639,2331881990981,2244072664320,-87809326661
2020-10-15,ALL,전체,221692328,202901589,-18790739,2418852757706,2335235937755,-83616819951
2020-10-16,ALL,차익,2597618,3471132,873514,134043560810,181758103300,47714542490
2020-10-16,ALL,비차익,217054705,187109820,-29944885,2344188187775,2003721786934,-340466400841
2020-10-16,ALL,전체,219652323,190580952,-29071371,2478231748585,2185479890234,-292751858351
2020-10-19,ALL,차익,5475832,6014083,538251,285560549265,314094329810,28533780545
2020-10-19,ALL,비차익,161404968,168028471,6623503,1969128625801,1848599616468,-120529009333
2020-10-19,ALL,전체,166880800,174042554,7161754,2254689175066,2162693946278,-91995228788
2020-10-20,ALL,차익,1963091,1870015,-93076,96536003080,102851074885,6315071805
2020-10-20,ALL,비차익,183256858,176746721,-6510137,2245710069033,2369920708832,124210639799
2020-10-20,ALL,전체,185219949,178616736,-6603213,2342246072113,2472771783717,130525711604
2020-10-21,ALL,차익,3274791,3166767,-108024,167977163580,163950464830,-4026698750
2020-10-21,ALL,비차익,138954458,147246095,8291637,2045418073081,1789390168129,-256027904952
2020-10-21,ALL,전체,142229249,150412862,8183613,2213395236661,1953340632959,-260054603702
2020-10-22,ALL,차익,2076707,1827622,-249085,105322185740,95882712150,-9439473590
2020-10-22,ALL,비차익,174899226,162934891,-11964335,2165563665947,2018231491046,-147332174901
2020-10-22,ALL,전체,176975933,164762513,-12213420,2270885851687,2114114203196,-156771648491
2020-10-23,ALL,차익,1865266,1841218,-24048,96487894780,98728363420,2240468640
2020-10-23,ALL,비차익,164522326,153799664,-10722662,1818146218782,1823213698241,5067479459
2020-10-23,ALL,전체,166387592,155640882,-10746710,1914634113562,1921942061661,7307948099
2020-10-26,ALL,차익,2019126,2241958,222832,105526315975,115865132705,10338816730
2020-10-26,ALL,비차익,181790398,168783087,-13007311,2047404689770,1929766955840,-117637733930
2020-10-26,ALL,전체,183809524,171025045,-12784479,2152931005745,2045632088545,-107298917200
2020-10-27,ALL,차익,2669258,1982518,-686740,139438520555,103404677825,-36033842730
2020-10-27,ALL,비차익,196232339,213282369,17050030,2132079661226,2369972061233,237892400007
2020-10-27,ALL,전체,198901597,215264887,16363290,2271518181781,2473376739058,201858557277
2020-10-28,ALL,차익,1964656,1633947,-330709,101842030980,84995800300,-16846230680
2020-10-28,ALL,비차익,146860767,169552575,22691808,1741079255294,1730362077017,-10717178277
2020-10-28,ALL,전체,148825423,171186522,22361099,1842921286274,1815357877317,-27563408957
2020-10-29,ALL,차익,1796628,1325233,-471395,90311566910,45074182920,-45237383990
2020-10-29,ALL,비차익,164451691,136210559,-28241132,2263119668890,1770825815468,-492293853422
2020-10-29,ALL,전체,166248319,137535792,-28712527,2353431235800,1815899998388,-537531237412
2020-10-30,ALL,차익,5021493,1690007,-3331486,231855558040,85756952230,-146098605810
2020-10-30,ALL,비차익,197302622,144020689,-53281933,3234375269480,1962856959400,-1271518310080
2020-10-30,ALL,전체,202324115,145710696,-56613419,3466230827520,2048613911630,-1417616915890
2020-11-02,ALL,차익,2652839,3012842,360003,131945377085,147759473320,15814096235
2020-11-02,ALL,비차익,131794086,156151070,24356984,1486781549050,1610649279100,123867730050
2020-11-02,ALL,전체,134446925,159163912,24716987,1618726926135,1758408752420,139681826285
2020-11-03,ALL,차익,1873265,3212072,1338807,96621117630,154134688540,57513570910
2020-11-03,ALL,비차익,144001193,153475666,9474473,1579733694724,1867460542030,287726847306
2020-11-03,ALL,전체,145874458,156687738,10813280,1676354812354,2021595230570,345240418216
2020-11-04,ALL,차익,3973000,5224990,1251990,201328798325,245904266360,44575468035
2020-11-04,ALL,비차익,200427383,198603662,-1823721,2263828553006,2373243891663,109415338657
2020-11-04,ALL,전체,204400383,203828652,-571731,2465157351331,2619148158023,153990806692
2020-11-05,ALL,차익,2764449,5656098,2891649,143901021140,274917609895,131016588755
2020-11-05,ALL,비차익,138486729,179186820,40700091,1845425586885,2625337351497,779911764612
2020-11-05,ALL,전체,141251178,184842918,43591740,1989326608025,2900254961392,910928353367
2020-11-06,ALL,차익,6048127,4362616,-1685511,290180833695,235030387160,-55150446535
2020-11-06,ALL,비차익,196717923,185257810,-11460113,2459523571694,2405943676404,-53579895290
2020-11-06,ALL,전체,202766050,189620426,-13145624,2749704405389,2640974063564,-108730341825
2020-11-09,ALL,차익,2330905,2408677,77772,127196464930,128354971495,1158506565
2020-11-09,ALL,비차익,180187613,222892148,42704535,2258609859754,2401595759792,142985900038
2020-11-09,ALL,전체,182518518,225300825,42782307,2385806324684,2529950731287,144144406603
2020-11-10,ALL,차익,5518473,5129330,-389143,278556881890,274835894100,-3720987790
2020-11-10,ALL,비차익,219148899,215664163,-3484736,2998639396692,2953914288186,-44725108506
2020-11-10,ALL,전체,224667372,220793493,-3873879,3277196278582,3228750182286,-48446096296
2020-11-11,ALL,차익,3341260,4658124,1316864,183246141750,253523937535,70277795785
2020-11-11,ALL,비차익,219816335,234383225,14566890,2918809952801,3266373056812,347563104011
2020-11-11,ALL,전체,223157595,239041349,15883754,3102056094551,3519896994347,417840899796
2020-11-12,ALL,차익,5884672,4865127,-1019545,312354030345,268941157130,-43412873215
2020-11-12,ALL,비차익,198313747,200213359,1899612,2712380568428,2886611643343,174231074915
2020-11-12,ALL,전체,204198419,205078486,880067,3024734598773,3155552800473,130818201700
2020-11-13,ALL,차익,5119327,3398210,-1721117,270662713140,187731514565,-82931198575
2020-11-13,ALL,비차익,204989850,183732860,-21256990,2623077950204,2854914001297,231836051093
2020-11-13,ALL,전체,210109177,187131070,-22978107,2893740663344,3042645515862,148904852518
2020-11-16,ALL,차익,3774003,4246626,472623,210277233270,213330902025,3053668755
2020-11-16,ALL,비차익,168705687,188907191,20201504,2582721658753,2575302081218,-7419577535
2020-11-16,ALL,전체,172479690,193153817,20674127,2792998892023,2788632983243,-4365908780
2020-11-17,ALL,차익,4888818,5050380,161562,275694566115,285930132435,10235566320
2020-11-17,ALL,비차익,201077260,186859038,-14218222,2992724873136,2961032677693,-31692195443
2020-11-17,ALL,전체,205966078,191909418,-14056660,3268419439251,3246962810128,-21456629123
2020-11-18,ALL,차익,2739337,3173748,434411,156156586495,165456807315,9300220820
2020-11-18,ALL,비차익,177585000,208578992,30993992,2549164594020,2564681570394,15516976374
2020-11-18,ALL,전체,180324337,211752740,31428403,2705321180515,2730138377709,24817197194
2020-11-19,ALL,차익,3092275,2944846,-147429,148774211100,142928420480,-5845790620
2020-11-19,ALL,비차익,180792950,165922554,-14870396,2343601444256,2155672831204,-187928613052
2020-11-19,ALL,전체,183885225,168867400,-15017825,2492375655356,2298601251684,-193774403672
2020-11-20,ALL,차익,2486986,4443148,1956162,140877631310,208292903190,67415271880
2020-11-20,ALL,비차익,173784240,192985770,19201530,2192905275437,2165190807814,-27714467623
2020-11-20,ALL,전체,176271226,197428918,21157692,2333782906747,2373483711004,39700804257
2020-11-23,ALL,차익,2707885,2357631,-350254,149172300380,138794070005,-10378230375
2020-11-23,ALL,비차익,235817722,220444524,-15373198,2428787539965,2747405350520,318617810555
2020-11-23,ALL,전체,238525607,222802155,-15723452,2577959840345,2886199420525,308239580180
2020-11-24,ALL,차익,3830184,3929964,99780,219800415715,221208023605,1407607890
2020-11-24,ALL,비차익,221950923,262626197,40675274,3006088059288,3167827126588,161739067300
2020-11-24,ALL,전체,225781107,266556161,40775054,3225888475003,3389035150193,163146675190
2020-11-25,ALL,차익,7036494,6755596,-280898,413726079440,401853896115,-11872183325
2020-11-25,ALL,비차익,285665246,243645662,-42019584,3920200235137,3685126100797,-235074134340
2020-11-25,ALL,전체,292701740,250401258,-42300482,4333926314577,4086979996912,-246946317665
2020-11-26,ALL,차익,4030869,3584403,-446466,230984808435,205851831660,-25132976775
2020-11-26,ALL,비차익,167424421,162555769,-4868652,2448104960992,2348941965237,-99162995755
2020-11-26,ALL,전체,171455290,166140172,-5315118,2679089769427,2554793796897,-124295972530
2020-11-27,ALL,차익,1864217,2605651,741434,107343104830,125019911750,17676806920
2020-11-27,ALL,비차익,164857055,162702871,-2154184,2283402271072,2377090854251,93688583179
2020-11-27,ALL,전체,166721272,165308522,-1412750,2390745375902,2502110766001,111365390099
2020-11-30,ALL,차익,3952893,2410278,-1542615,227974432780,140595768025,-87378664755
